BLOCK,TREATMENT,SPECIES,1999_06,1999_09,2000_02,2000_06,2001_01,2001_06,2002_02,2002_06,2003_02,2003_06,2004_02,2004_06,2005_02,2005_06,2006_03,2006_06,2007_02,2007_06,2008_02,2008_06,2009_02,2009_06,2010_01,2010_06,2011_06,2012_06,2013_06,2014_06,2015_06,2016_06,2017_06,2018_06,2019_06,2020_06
NORTH,WC,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
CENTRAL,MWC,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
CENTRAL,O,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CENTRAL,W,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
NORTH,WC,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Hermannia_uhligii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CENTRAL,C,Hibiscus_flavifolius,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NORTH,C,Hibiscus_flavifolius,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Hibiscus_flavifolius,0,0,2,3,4,1,1,1,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,8,2,0,12,4,0,0,0,0,4
CENTRAL,MW,Hibiscus_flavifolius,0,0,1,1,7,0,0,0,1,1,1,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Hibiscus_flavifolius,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Hibiscus_flavifolius,0,0,1,1,5,0,6,9,0,0,2,1,0,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Hibiscus_flavifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Hibiscus_flavifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Hibiscus_flavifolius,2,2,0,0,1,0,1,4,2,2,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Hibiscus_flavifolius,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,6,0,4,6
NORTH,O,Hibiscus_flavifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,0,0,0
SOUTH,O,Hibiscus_flavifolius,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,8,0,6,0,0,4,0,0,0,0,0,0
CENTRAL,W,Hibiscus_flavifolius,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Hibiscus_flavifolius,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Hibiscus_flavifolius,0,0,5,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,8,2,4,0,4,0,8
CENTRAL,WC,Hibiscus_flavifolius,2,2,0,0,1,1,0,3,1,1,1,3,0,0,0,0,12,0,0,0,0,0,0,4,2,2,0,0,4,0,0,0,0,0
NORTH,WC,Hibiscus_flavifolius,0,0,0,0,1,0,0,1,0,0,1,2,1,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Hibiscus_flavifolius,3,3,3,0,5,4,5,2,2,2,7,2,1,0,0,0,0,0,0,2,4,0,2,0,0,2,0,0,12,0,0,0,0,0
CENTRAL,C,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NORTH,C,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SOUTH,C,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
CENTRAL,MW,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
NORTH,MWC,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SOUTH,MWC,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CENTRAL,O,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SOUTH,O,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0
NORTH,W,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0
NORTH,WC,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Hibiscus_trionum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NORTH,C,Indigofera_brevicalyx,5,5,0,0,0,2,0,0,0,0,7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Indigofera_brevicalyx,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,4,4
CENTRAL,MW,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Indigofera_brevicalyx,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0
SOUTH,MW,Indigofera_brevicalyx,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
NORTH,MWC,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,0,0,0,4,0,0,0,8
SOUTH,MWC,Indigofera_brevicalyx,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
CENTRAL,O,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
NORTH,O,Indigofera_brevicalyx,0,0,0,0,0,0,0,4,0,0,8,10,1,0,0,0,4,6,4,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0
SOUTH,O,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NORTH,W,Indigofera_brevicalyx,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0
SOUTH,W,Indigofera_brevicalyx,8,8,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,2,1,0,0,0,0,12,8,2,0,0,0,0,0,0,0,0
CENTRAL,WC,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,2,12,4,0,0,0,6,2,0,2,0,0
NORTH,WC,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Indigofera_brevicalyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CENTRAL,C,Indigofera_schimperi,8,8,4,4,5,10,11,5,8,8,2,5,1,7,2,0,8,4,8,0,4,0,6,0,4,4,2,18,0,0,0,4,0,8
NORTH,C,Indigofera_schimperi,8,8,10,8,0,2,0,2,6,6,5,6,3,1,0,0,4,6,2,4,0,2,0,2,0,0,12,22,6,2,0,0,0,2
SOUTH,C,Indigofera_schimperi,7,7,2,1,2,3,6,3,1,1,0,0,0,2,0,0,0,0,0,2,0,0,6,2,6,0,0,0,0,0,2,0,0,2
CENTRAL,MW,Indigofera_schimperi,12,12,1,7,4,4,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,2,4,20,16,6,4,4,4,6,0,2
NORTH,MW,Indigofera_schimperi,23,23,5,5,3,13,7,4,1,1,0,0,0,1,2,0,2,10,2,0,6,0,0,0,0,4,6,12,0,0,0,0,0,8
SOUTH,MW,Indigofera_schimperi,3,3,1,4,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,8
CENTRAL,MWC,Indigofera_schimperi,11,11,17,9,5,6,0,2,2,2,2,1,0,7,2,0,2,0,4,0,0,2,6,8,2,0,2,14,6,0,0,2,0,8
NORTH,MWC,Indigofera_schimperi,12,12,29,20,3,3,9,3,2,2,3,9,1,1,0,2,6,0,0,2,2,4,14,4,6,8,12,8,8,4,0,2,6,10
SOUTH,MWC,Indigofera_schimperi,7,7,5,6,4,7,1,1,0,0,4,1,0,0,0,0,4,0,0,0,0,2,2,0,2,0,2,0,2,0,4,12,2,6
CENTRAL,O,Indigofera_schimperi,22,22,13,18,15,12,0,27,2,2,3,7,0,4,6,8,8,8,14,10,16,4,20,4,6,40,44,38,24,4,10,0,4,8
NORTH,O,Indigofera_schimperi,8,8,4,17,21,5,15,12,2,2,0,0,6,0,0,4,0,0,4,0,12,0,0,4,0,26,6,22,8,6,6,8,0,22
SOUTH,O,Indigofera_schimperi,5,5,8,4,12,13,7,5,1,1,1,2,2,2,4,0,6,8,2,4,0,6,0,0,0,0,10,2,0,0,0,0,0,10
CENTRAL,W,Indigofera_schimperi,8,8,9,5,19,15,6,2,1,1,0,4,0,4,0,0,20,6,2,0,0,0,2,6,2,12,0,4,0,0,2,2,0,0
NORTH,W,Indigofera_schimperi,12,12,19,3,5,4,9,8,7,7,1,7,2,6,2,0,4,12,2,12,0,6,0,0,0,22,10,8,2,2,4,0,4,2
SOUTH,W,Indigofera_schimperi,11,11,5,2,8,27,5,5,1,1,3,4,0,5,0,6,10,10,4,0,8,6,2,0,0,12,0,0,12,0,0,2,4,18
CENTRAL,WC,Indigofera_schimperi,0,0,7,3,4,3,0,4,6,6,1,0,0,0,0,0,2,0,0,2,2,2,0,4,4,0,2,0,2,0,2,0,0,6
NORTH,WC,Indigofera_schimperi,11,11,6,4,0,3,5,0,0,0,0,1,0,1,2,2,0,4,0,2,0,2,0,6,0,10,10,2,6,0,0,0,2,2
SOUTH,WC,Indigofera_schimperi,0,0,6,1,0,1,3,2,0,0,0,2,0,0,2,2,2,0,0,2,0,2,10,4,0,4,0,2,0,0,0,6,0,4
CENTRAL,C,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Ipomea_sinensis,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Ipomea_sinensis,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4
NORTH,MW,Ipomea_sinensis,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Ipomea_sinensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,2,4,0,0
CENTRAL,O,Ipomea_sinensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
NORTH,O,Ipomea_sinensis,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Ipomea_sinensis,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NORTH,W,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Ipomea_sinensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Ipomea_sinensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,12,4,0,0,4,0,0
NORTH,WC,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Ipomea_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,4,0,0,8,0,0
CENTRAL,C,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
NORTH,MW,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,10,0,4,0,10,4,4,4,6,2,10,18,0,20
CENTRAL,O,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,6,0,0
SOUTH,W,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2
NORTH,WC,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Justicia_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,6,0,2,2,8,0,4,0,2,0,0,4,0,2
CENTRAL,C,K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SOUTH,C,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
CENTRAL,MW,K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0
SOUTH,MW,K,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
CENTRAL,MWC,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
SOUTH,MWC,K,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
CENTRAL,O,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
NORTH,O,K,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,K,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,K,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,WC,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0
SOUTH,WC,K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CENTRAL,C,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
